PUBMEDID	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE DESCRIPTION	REPLICATION SAMPLE DESCRIPTION	SNPS	RISK ALLELE FREQUENCY	P-VALUE	OR or BETA
21653640	http://europepmc.org/abstract/MED/21653640	Pathway-driven gene stability selection of two rheumatoid arthritis GWAS identifies and validates new susceptibility genes in receptor mediated signalling pathways.	Rheumatoid arthritis	1,860 European ancestry cases, 2,938 European ancestry controls, 908 cases, 1,260 controls	NA	rs9272219	NR	1E-45	1.92
21653640	http://europepmc.org/abstract/MED/21653640	Pathway-driven gene stability selection of two rheumatoid arthritis GWAS identifies and validates new susceptibility genes in receptor mediated signalling pathways.	Rheumatoid arthritis	1,860 European ancestry cases, 2,938 European ancestry controls, 908 cases, 1,260 controls	NA	rs743777	NR	2E-6	1.19
21505073	http://europepmc.org/abstract/MED/21505073	The human AIRE gene at chromosome 21q22 is a genetic determinant for the predisposition to rheumatoid arthritis in Japanese population.	Rheumatoid arthritis	1,247 Japanese ancestry cases, 1,486 Japanese ancestry controls	4,168 Japanese ancestry cases, 5,003 Japanese ancestry controls	rs2075876	0.34	4E-9	1.18
21505073	http://europepmc.org/abstract/MED/21505073	The human AIRE gene at chromosome 21q22 is a genetic determinant for the predisposition to rheumatoid arthritis in Japanese population.	Rheumatoid arthritis	1,247 Japanese ancestry cases, 1,486 Japanese ancestry controls	4,168 Japanese ancestry cases, 5,003 Japanese ancestry controls	rs2075876	0.34	4E-9	1.18
21505073	http://europepmc.org/abstract/MED/21505073	The human AIRE gene at chromosome 21q22 is a genetic determinant for the predisposition to rheumatoid arthritis in Japanese population.	Rheumatoid arthritis	1,247 Japanese ancestry cases, 1,486 Japanese ancestry controls	4,168 Japanese ancestry cases, 5,003 Japanese ancestry controls	rs9296015	NR	2E-38	
21505073	http://europepmc.org/abstract/MED/21505073	The human AIRE gene at chromosome 21q22 is a genetic determinant for the predisposition to rheumatoid arthritis in Japanese population.	Rheumatoid arthritis	1,247 Japanese ancestry cases, 1,486 Japanese ancestry controls	4,168 Japanese ancestry cases, 5,003 Japanese ancestry controls	rs2240335	NR	2E-8	
21452313	http://europepmc.org/abstract/MED/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	Rheumatoid arthritis	801 Korean ancestry cases, 757 Korean ancestry controls	718 Korean ancestry cases, 719 Korean ancestry controls	rs2062583	0.90	2E-6	1.59
21452313	http://europepmc.org/abstract/MED/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	Rheumatoid arthritis	801 Korean ancestry cases, 757 Korean ancestry controls	718 Korean ancestry cases, 719 Korean ancestry controls	rs1600249	0.67	5E-6	1.3
21452313	http://europepmc.org/abstract/MED/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	Rheumatoid arthritis	801 Korean ancestry cases, 757 Korean ancestry controls	718 Korean ancestry cases, 719 Korean ancestry controls	rs2240335	0.397	2E-8	1.5
21452313	http://europepmc.org/abstract/MED/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	Rheumatoid arthritis	801 Korean ancestry cases, 757 Korean ancestry controls	718 Korean ancestry cases, 719 Korean ancestry controls	rs12831974	0.42	6E-6	1.27
21452313	http://europepmc.org/abstract/MED/21452313	Genome-wide association study of rheumatoid arthritis in Koreans: population-specific loci as well as overlap with European susceptibility loci.	Rheumatoid arthritis	801 Korean ancestry cases, 757 Korean ancestry controls	718 Korean ancestry cases, 719 Korean ancestry controls	rs7765379	NR	5E-23	2.51
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs2961663	NR	4E-6	
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs3807306	NR	3E-7	1.44
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs2476601	NR	1E-8	
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs2476601	NR	1E-8	
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs2157337	NR	9E-52	
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs6956740	NR	5E-7	3.49
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs6448119	NR	7E-6	
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs6448119	NR	7E-6	
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs11148643	NR	5E-7	
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs12873872	NR	3E-7	
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs1340317	NR	3E-7	
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs1340319	NR	3E-7	
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs2220327	NR	1E-7	
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs9571178	NR	3E-7	
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs9598783	NR	3E-7	
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs4305317	NR	2E-6	1.45
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs4305317	NR	4E-8	
21156761	http://europepmc.org/abstract/MED/21156761	A genome-wide association study suggests contrasting associations in ACPA-positive versus ACPA-negative rheumatoid arthritis.	Rheumatoid arthritis	1,147 European ancestry ACPA positive RA cases, 774 European ancestry ACPA negative RA cases, 1,079 European ancestry controls	887 European ancestry ACPA positive RA cases, 1,218 European ancestry controls	rs1219414	NR	5E-58	
20453842	http://europepmc.org/abstract/MED/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	rs6859219	0.79	1E-11	1.28
20453842	http://europepmc.org/abstract/MED/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	rs6859219	0.79	1E-11	1.28
20453842	http://europepmc.org/abstract/MED/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	rs26232	0.68	4E-8	1.14
20453842	http://europepmc.org/abstract/MED/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	rs6910071	0.22	1E-299	2.88
20453842	http://europepmc.org/abstract/MED/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	rs6910071	0.22	1E-299	2.88
20453842	http://europepmc.org/abstract/MED/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	rs3093023	0.43	2E-11	1.13
20453842	http://europepmc.org/abstract/MED/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	rs840016	0.58	2E-6	1.11
20453842	http://europepmc.org/abstract/MED/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	rs4810485	0.25	3E-9	1.18
